customer_id,product_id,interaction_type,interaction_date,products,customer_age,customer_income,customer_tier
C317901,P00009,viewed,2024-05-10,Debit Card,25,738574,Bronze
C399875,P00002,clicked,2023-01-27,Bike Insurance,58,575522,Silver
C399875,P00008,clicked,2024-09-24,Recurring Deposit,58,575522,Silver
C399875,P00007,clicked,2022-06-26,Fixed Deposit,58,575522,Silver
C204936,P00002,purchased,2024-02-22,Bike Insurance,65,925427,Silver
C204936,P00009,viewed,2024-07-20,Debit Card,65,925427,Silver
C204936,P00011,viewed,2023-12-16,Life Insurance,65,925427,Silver
C204936,P00011,viewed,2022-03-22,Life Insurance,65,925427,Silver
C204936,P00008,viewed,2023-07-25,Recurring Deposit,65,925427,Silver
C507614,P00001,clicked,2022-03-02,Car Loan,60,396890,Platinum
C507614,P00005,purchased,2022-06-15,Savings Account,60,396890,Platinum
C355102,P00009,clicked,2024-05-09,Debit Card,28,361047,Silver
C355102,P00009,viewed,2024-03-01,Debit Card,28,361047,Silver
C355102,P00004,viewed,2022-06-12,Personal Loan,28,361047,Silver
C939203,P00001,viewed,2024-07-30,Car Loan,69,560819,Silver
C939203,P00012,clicked,2023-05-09,Health Insurance,69,560819,Silver
C939203,P00001,clicked,2024-09-03,Car Loan,69,560819,Silver
C939203,P00011,viewed,2022-06-28,Life Insurance,69,560819,Silver
C939203,P00001,purchased,2023-04-25,Car Loan,69,560819,Silver
C885765,P00011,purchased,2023-10-01,Life Insurance,48,712190,Silver
C959116,P00004,viewed,2023-09-19,Personal Loan,32,105394,Gold
C959116,P00012,viewed,2022-03-14,Health Insurance,32,105394,Gold
C959116,P00002,viewed,2024-07-25,Bike Insurance,32,105394,Gold
C959116,P00008,purchased,2024-11-10,Recurring Deposit,32,105394,Gold
C959116,P00005,clicked,2024-07-10,Savings Account,32,105394,Gold
C872479,P00012,purchased,2023-04-02,Health Insurance,69,442698,Silver
C460949,P00001,purchased,2023-11-10,Car Loan,49,739636,Bronze
C460949,P00010,viewed,2025-01-02,Home Loan,49,739636,Bronze
C460949,P00006,viewed,2022-06-03,Credit Card,49,739636,Bronze
C460949,P00011,clicked,2022-09-22,Life Insurance,49,739636,Bronze
C460949,P00010,viewed,2024-07-28,Home Loan,49,739636,Bronze
C213209,P00004,clicked,2022-03-01,Personal Loan,42,783035,Gold
C213209,P00007,viewed,2023-06-25,Fixed Deposit,42,783035,Gold
C213209,P00009,purchased,2024-11-13,Debit Card,42,783035,Gold
C213209,P00010,clicked,2023-09-13,Home Loan,42,783035,Gold
C213209,P00011,clicked,2023-11-03,Life Insurance,42,783035,Gold
C770526,P00012,purchased,2023-02-14,Health Insurance,37,592702,Silver
C235741,P00010,clicked,2022-09-04,Home Loan,36,446400,Platinum
C235741,P00004,purchased,2024-03-19,Personal Loan,36,446400,Platinum
C935341,P00012,viewed,2022-12-28,Health Insurance,50,352214,Platinum
C374933,P00004,clicked,2022-07-21,Personal Loan,36,515357,Gold
C251974,P00007,viewed,2022-07-15,Fixed Deposit,33,559775,Gold
C251974,P00003,clicked,2022-07-15,Car Insurance,33,559775,Gold
C251974,P00007,viewed,2022-08-24,Fixed Deposit,33,559775,Gold
C251974,P00006,purchased,2023-01-15,Credit Card,33,559775,Gold
C425943,P00009,purchased,2023-01-03,Debit Card,70,690407,Gold
C425943,P00006,clicked,2024-09-21,Credit Card,70,690407,Gold
C425943,P00001,viewed,2022-08-06,Car Loan,70,690407,Gold
C425943,P00012,purchased,2023-06-18,Health Insurance,70,690407,Gold
C533284,P00001,purchased,2024-06-08,Car Loan,67,561627,Platinum
C533284,P00009,clicked,2023-08-31,Debit Card,67,561627,Platinum
C533284,P00007,purchased,2022-04-02,Fixed Deposit,67,561627,Platinum
C300691,P00009,viewed,2022-12-22,Debit Card,59,439367,Gold
C971221,P00002,clicked,2024-07-09,Bike Insurance,70,274995,Bronze
C971221,P00007,purchased,2022-09-06,Fixed Deposit,70,274995,Bronze
C161627,P00003,purchased,2023-04-06,Car Insurance,52,729858,Bronze
C161627,P00007,clicked,2022-07-27,Fixed Deposit,52,729858,Bronze
C161627,P00012,clicked,2024-01-16,Health Insurance,52,729858,Bronze
C161627,P00009,viewed,2022-04-08,Debit Card,52,729858,Bronze
C161627,P00008,purchased,2022-10-11,Recurring Deposit,52,729858,Bronze
C528826,P00008,purchased,2023-07-25,Recurring Deposit,67,722562,Silver
C528826,P00007,purchased,2023-06-01,Fixed Deposit,67,722562,Silver
C528826,P00005,clicked,2022-05-30,Savings Account,67,722562,Silver
C528826,P00010,viewed,2022-05-22,Home Loan,67,722562,Silver
C931576,P00009,purchased,2022-07-09,Debit Card,20,700542,Silver
C384404,P00003,clicked,2022-10-21,Car Insurance,68,550868,Bronze
C384404,P00010,purchased,2022-07-04,Home Loan,68,550868,Bronze
C384404,P00002,viewed,2023-04-10,Bike Insurance,68,550868,Bronze
C384404,P00004,purchased,2024-03-04,Personal Loan,68,550868,Bronze
C384404,P00002,clicked,2023-05-24,Bike Insurance,68,550868,Bronze
C664556,P00002,purchased,2022-05-11,Bike Insurance,70,574716,Silver
C664556,P00002,purchased,2022-08-30,Bike Insurance,70,574716,Silver
C664556,P00008,viewed,2022-02-11,Recurring Deposit,70,574716,Silver
C664556,P00001,clicked,2023-06-01,Car Loan,70,574716,Silver
C377949,P00009,purchased,2024-12-31,Debit Card,38,763453,Gold
C377949,P00006,clicked,2024-12-02,Credit Card,38,763453,Gold
C837920,P00008,clicked,2022-10-15,Recurring Deposit,44,649878,Bronze
C837920,P00007,purchased,2023-07-22,Fixed Deposit,44,649878,Bronze
C837920,P00003,clicked,2024-10-02,Car Insurance,44,649878,Bronze
C837920,P00006,clicked,2022-01-23,Credit Card,44,649878,Bronze
C591937,P00002,viewed,2024-11-25,Bike Insurance,37,662821,Silver
C288883,P00011,viewed,2024-07-17,Life Insurance,53,769204,Gold
C288883,P00012,viewed,2022-04-09,Health Insurance,53,769204,Gold
C288883,P00007,viewed,2023-01-12,Fixed Deposit,53,769204,Gold
C897355,P00001,clicked,2024-03-31,Car Loan,33,563235,Bronze
C897355,P00008,clicked,2024-11-04,Recurring Deposit,33,563235,Bronze
C897355,P00005,clicked,2023-04-01,Savings Account,33,563235,Bronze
C897355,P00008,purchased,2023-02-13,Recurring Deposit,33,563235,Bronze
C897355,P00001,clicked,2024-11-18,Car Loan,33,563235,Bronze
C166145,P00006,clicked,2022-07-01,Credit Card,26,888413,Platinum
C588377,P00001,viewed,2023-06-24,Car Loan,29,448933,Silver
C588377,P00011,clicked,2024-12-03,Life Insurance,29,448933,Silver
C588377,P00002,viewed,2024-12-01,Bike Insurance,29,448933,Silver
C447751,P00003,clicked,2023-08-31,Car Insurance,29,625778,Bronze
C447751,P00003,clicked,2023-03-27,Car Insurance,29,625778,Bronze
C447751,P00003,viewed,2023-02-12,Car Insurance,29,625778,Bronze
C447751,P00004,purchased,2022-10-17,Personal Loan,29,625778,Bronze
C447751,P00001,clicked,2023-07-25,Car Loan,29,625778,Bronze
C407331,P00003,purchased,2022-11-04,Car Insurance,62,721408,Gold
C407331,P00007,clicked,2022-09-29,Fixed Deposit,62,721408,Gold
C454158,P00003,clicked,2022-05-28,Car Insurance,20,229294,Platinum
C454158,P00006,purchased,2024-06-09,Credit Card,20,229294,Platinum
C454158,P00007,purchased,2022-07-08,Fixed Deposit,20,229294,Platinum
C454158,P00002,purchased,2023-08-24,Bike Insurance,20,229294,Platinum
C454158,P00007,purchased,2023-11-29,Fixed Deposit,20,229294,Platinum
C218995,P00007,viewed,2023-06-06,Fixed Deposit,55,598649,Silver
C218995,P00003,clicked,2024-01-27,Car Insurance,55,598649,Silver
C218995,P00007,purchased,2022-06-19,Fixed Deposit,55,598649,Silver
C218995,P00008,clicked,2023-07-31,Recurring Deposit,55,598649,Silver
C590638,P00002,clicked,2023-07-06,Bike Insurance,48,700710,Silver
C590638,P00007,clicked,2022-05-31,Fixed Deposit,48,700710,Silver
C861938,P00011,purchased,2023-02-01,Life Insurance,61,345082,Platinum
C861938,P00005,viewed,2023-03-31,Savings Account,61,345082,Platinum
C861938,P00011,viewed,2023-03-25,Life Insurance,61,345082,Platinum
C861938,P00005,purchased,2023-05-07,Savings Account,61,345082,Platinum
C861938,P00007,purchased,2024-07-22,Fixed Deposit,61,345082,Platinum
C112791,P00001,clicked,2022-10-13,Car Loan,34,986969,Bronze
C112791,P00008,viewed,2023-02-24,Recurring Deposit,34,986969,Bronze
C112791,P00011,viewed,2022-08-11,Life Insurance,34,986969,Bronze
C978721,P00006,viewed,2022-05-13,Credit Card,40,737952,Platinum
C978721,P00008,purchased,2022-11-30,Recurring Deposit,40,737952,Platinum
C893164,P00012,viewed,2023-01-28,Health Insurance,69,326787,Platinum
C893164,P00005,clicked,2022-06-06,Savings Account,69,326787,Platinum
C893164,P00005,clicked,2024-10-28,Savings Account,69,326787,Platinum
C893164,P00007,clicked,2022-04-26,Fixed Deposit,69,326787,Platinum
C893164,P00006,purchased,2022-03-02,Credit Card,69,326787,Platinum
C906895,P00009,clicked,2023-08-06,Debit Card,21,174778,Silver
C906895,P00006,clicked,2024-07-17,Credit Card,21,174778,Silver
C906895,P00008,clicked,2022-07-07,Recurring Deposit,21,174778,Silver
C906895,P00007,purchased,2022-04-19,Fixed Deposit,21,174778,Silver
C906895,P00005,purchased,2022-01-31,Savings Account,21,174778,Silver
C208348,P00005,viewed,2024-08-31,Savings Account,29,224726,Bronze
C208348,P00001,clicked,2024-06-20,Car Loan,29,224726,Bronze
C595794,P00007,clicked,2024-01-10,Fixed Deposit,59,863905,Gold
C595794,P00004,purchased,2024-02-14,Personal Loan,59,863905,Gold
C595794,P00005,viewed,2023-04-05,Savings Account,59,863905,Gold
C130337,P00004,purchased,2024-10-20,Personal Loan,61,604671,Bronze
C130337,P00008,purchased,2022-07-14,Recurring Deposit,61,604671,Bronze
C130337,P00002,clicked,2022-04-27,Bike Insurance,61,604671,Bronze
C130337,P00010,clicked,2023-10-02,Home Loan,61,604671,Bronze
C130337,P00006,purchased,2023-04-16,Credit Card,61,604671,Bronze
C840284,P00008,purchased,2022-10-18,Recurring Deposit,61,353033,Silver
C840284,P00002,purchased,2022-09-13,Bike Insurance,61,353033,Silver
C840284,P00009,viewed,2022-11-06,Debit Card,61,353033,Silver
C743853,P00009,viewed,2023-12-04,Debit Card,26,998999,Platinum
C721949,P00009,clicked,2024-09-29,Debit Card,35,770862,Platinum
C721949,P00002,purchased,2023-12-16,Bike Insurance,35,770862,Platinum
C896570,P00002,clicked,2022-06-27,Bike Insurance,52,843351,Platinum
C951600,P00007,viewed,2023-05-04,Fixed Deposit,47,417952,Platinum
C951600,P00005,purchased,2022-03-23,Savings Account,47,417952,Platinum
C951600,P00011,clicked,2022-04-06,Life Insurance,47,417952,Platinum
C951600,P00010,clicked,2022-02-18,Home Loan,47,417952,Platinum
C630825,P00001,clicked,2022-04-16,Car Loan,53,130563,Platinum
C630825,P00006,clicked,2022-07-07,Credit Card,53,130563,Platinum
C630825,P00003,clicked,2025-01-05,Car Insurance,53,130563,Platinum
C354889,P00001,purchased,2022-06-09,Car Loan,63,626501,Bronze
C401597,P00002,clicked,2024-04-22,Bike Insurance,30,311622,Platinum
C401597,P00006,purchased,2023-04-03,Credit Card,30,311622,Platinum
C401597,P00007,purchased,2024-05-01,Fixed Deposit,30,311622,Platinum
C401597,P00001,clicked,2024-10-26,Car Loan,30,311622,Platinum
C401597,P00012,clicked,2023-08-17,Health Insurance,30,311622,Platinum
C409781,P00008,clicked,2024-06-09,Recurring Deposit,57,37123,Bronze
C409781,P00008,clicked,2023-07-19,Recurring Deposit,57,37123,Bronze
C709991,P00011,purchased,2024-02-10,Life Insurance,55,942289,Gold
C709991,P00005,purchased,2024-12-21,Savings Account,55,942289,Gold
C709991,P00004,purchased,2022-07-26,Personal Loan,55,942289,Gold
C709991,P00010,viewed,2024-11-16,Home Loan,55,942289,Gold
C709991,P00009,clicked,2023-03-16,Debit Card,55,942289,Gold
C667733,P00005,clicked,2024-02-24,Savings Account,32,133254,Bronze
C667733,P00006,clicked,2024-06-19,Credit Card,32,133254,Bronze
C667733,P00012,viewed,2023-07-05,Health Insurance,32,133254,Bronze
C667733,P00005,viewed,2023-12-09,Savings Account,32,133254,Bronze
C667733,P00001,viewed,2023-11-06,Car Loan,32,133254,Bronze
C985729,P00007,viewed,2023-04-25,Fixed Deposit,45,257434,Gold
C425868,P00010,viewed,2022-08-04,Home Loan,56,256674,Bronze
C425868,P00001,purchased,2023-01-17,Car Loan,56,256674,Bronze
C595935,P00003,purchased,2024-01-14,Car Insurance,43,276016,Gold
C595935,P00011,clicked,2023-02-20,Life Insurance,43,276016,Gold
C595935,P00007,viewed,2024-03-24,Fixed Deposit,43,276016,Gold
C595935,P00001,clicked,2024-05-21,Car Loan,43,276016,Gold
C108732,P00004,viewed,2023-08-25,Personal Loan,45,184131,Silver
C108732,P00011,purchased,2022-11-27,Life Insurance,45,184131,Silver
C108732,P00009,viewed,2022-07-17,Debit Card,45,184131,Silver
C108732,P00011,viewed,2022-06-05,Life Insurance,45,184131,Silver
C108732,P00005,purchased,2022-10-20,Savings Account,45,184131,Silver
C125684,P00011,viewed,2024-01-08,Life Insurance,49,674141,Platinum
C125684,P00005,purchased,2024-12-01,Savings Account,49,674141,Platinum
C430203,P00010,viewed,2023-12-12,Home Loan,44,321828,Bronze
C430203,P00007,viewed,2022-09-24,Fixed Deposit,44,321828,Bronze
C430203,P00009,purchased,2023-04-26,Debit Card,44,321828,Bronze
C430203,P00007,viewed,2022-08-14,Fixed Deposit,44,321828,Bronze
C361413,P00008,purchased,2022-01-22,Recurring Deposit,34,110968,Platinum
C361413,P00012,viewed,2024-03-18,Health Insurance,34,110968,Platinum
C361413,P00001,purchased,2024-01-04,Car Loan,34,110968,Platinum
C658717,P00003,purchased,2022-01-29,Car Insurance,60,434783,Gold
C658717,P00010,viewed,2023-11-07,Home Loan,60,434783,Gold
C658717,P00004,purchased,2024-11-05,Personal Loan,60,434783,Gold
C658717,P00012,viewed,2024-06-14,Health Insurance,60,434783,Gold
C658717,P00005,viewed,2023-09-01,Savings Account,60,434783,Gold
C155322,P00005,viewed,2023-01-27,Savings Account,20,613811,Bronze
C155322,P00004,viewed,2023-07-02,Personal Loan,20,613811,Bronze
C155322,P00011,purchased,2024-05-17,Life Insurance,20,613811,Bronze
C155322,P00005,purchased,2023-05-02,Savings Account,20,613811,Bronze
C221686,P00007,purchased,2023-04-09,Fixed Deposit,32,762954,Bronze
C221686,P00005,viewed,2023-09-19,Savings Account,32,762954,Bronze
C659728,P00005,purchased,2023-07-18,Savings Account,50,101637,Silver
C659728,P00007,purchased,2022-05-01,Fixed Deposit,50,101637,Silver
C659728,P00007,clicked,2022-03-10,Fixed Deposit,50,101637,Silver
C659728,P00003,purchased,2023-10-24,Car Insurance,50,101637,Silver
C659728,P00002,purchased,2024-07-22,Bike Insurance,50,101637,Silver
C467142,P00003,clicked,2024-10-07,Car Insurance,26,31562,Bronze
C467142,P00003,clicked,2023-01-13,Car Insurance,26,31562,Bronze
C467142,P00004,viewed,2024-11-09,Personal Loan,26,31562,Bronze
C467142,P00009,purchased,2023-11-17,Debit Card,26,31562,Bronze
C564878,P00011,clicked,2024-04-12,Life Insurance,37,165214,Silver
C564878,P00012,purchased,2024-10-26,Health Insurance,37,165214,Silver
C564878,P00008,clicked,2023-11-20,Recurring Deposit,37,165214,Silver
C121172,P00008,clicked,2023-08-26,Recurring Deposit,48,848347,Platinum
C121172,P00006,viewed,2022-10-03,Credit Card,48,848347,Platinum
C121172,P00012,viewed,2022-10-04,Health Insurance,48,848347,Platinum
C121172,P00002,purchased,2024-07-12,Bike Insurance,48,848347,Platinum
C168319,P00001,clicked,2024-01-29,Car Loan,55,467301,Silver
C168319,P00009,purchased,2024-07-16,Debit Card,55,467301,Silver
C934664,P00002,viewed,2024-06-13,Bike Insurance,42,702774,Silver
C934664,P00004,clicked,2024-06-13,Personal Loan,42,702774,Silver
C997974,P00002,clicked,2024-07-01,Bike Insurance,19,119458,Silver
C997974,P00006,purchased,2023-06-04,Credit Card,19,119458,Silver
C997974,P00003,purchased,2023-09-02,Car Insurance,19,119458,Silver
C553777,P00002,purchased,2022-07-25,Bike Insurance,67,155570,Silver
C553777,P00004,clicked,2022-11-08,Personal Loan,67,155570,Silver
C553777,P00002,purchased,2024-10-01,Bike Insurance,67,155570,Silver
C830756,P00005,viewed,2024-11-14,Savings Account,37,73739,Platinum
C830756,P00009,viewed,2024-09-13,Debit Card,37,73739,Platinum
C830756,P00003,viewed,2024-08-13,Car Insurance,37,73739,Platinum
C830756,P00010,purchased,2022-05-08,Home Loan,37,73739,Platinum
C830756,P00007,viewed,2022-10-28,Fixed Deposit,37,73739,Platinum
C192205,P00010,viewed,2024-03-09,Home Loan,19,49190,Silver
C192205,P00011,viewed,2024-10-08,Life Insurance,19,49190,Silver
C568450,P00012,clicked,2023-02-10,Health Insurance,64,503778,Platinum
C568450,P00004,clicked,2023-03-03,Personal Loan,64,503778,Platinum
C676610,P00008,clicked,2024-03-06,Recurring Deposit,60,495295,Gold
C676610,P00010,viewed,2022-11-11,Home Loan,60,495295,Gold
C676610,P00008,purchased,2022-04-27,Recurring Deposit,60,495295,Gold
C676610,P00003,purchased,2023-02-16,Car Insurance,60,495295,Gold
C950553,P00008,purchased,2022-10-26,Recurring Deposit,22,91187,Platinum
C950553,P00006,viewed,2024-12-18,Credit Card,22,91187,Platinum
C950553,P00006,purchased,2023-12-01,Credit Card,22,91187,Platinum
C950553,P00002,clicked,2023-06-20,Bike Insurance,22,91187,Platinum
C950553,P00006,purchased,2024-12-10,Credit Card,22,91187,Platinum
C509982,P00009,viewed,2024-02-07,Debit Card,47,416403,Silver
C509982,P00005,clicked,2023-09-27,Savings Account,47,416403,Silver
C509982,P00003,viewed,2022-03-10,Car Insurance,47,416403,Silver
C245517,P00002,clicked,2022-04-06,Bike Insurance,40,646716,Platinum
C526635,P00002,viewed,2023-08-17,Bike Insurance,32,545134,Silver
C526635,P00010,clicked,2024-05-14,Home Loan,32,545134,Silver
C600772,P00001,viewed,2022-07-25,Car Loan,23,483525,Gold
C600772,P00007,clicked,2022-10-14,Fixed Deposit,23,483525,Gold
C600772,P00006,purchased,2024-06-03,Credit Card,23,483525,Gold
C365420,P00007,purchased,2023-04-22,Fixed Deposit,32,135946,Bronze
C365420,P00002,viewed,2022-09-06,Bike Insurance,32,135946,Bronze
C365420,P00005,clicked,2023-05-20,Savings Account,32,135946,Bronze
C869763,P00011,viewed,2024-09-25,Life Insurance,58,177721,Bronze
C869763,P00007,purchased,2024-12-15,Fixed Deposit,58,177721,Bronze
C869763,P00007,viewed,2024-12-15,Fixed Deposit,58,177721,Bronze
C636262,P00008,viewed,2022-08-22,Recurring Deposit,52,783960,Gold
C636262,P00012,viewed,2024-12-15,Health Insurance,52,783960,Gold
C636262,P00001,clicked,2025-01-02,Car Loan,52,783960,Gold
C636262,P00006,purchased,2023-05-10,Credit Card,52,783960,Gold
C636262,P00008,purchased,2023-08-03,Recurring Deposit,52,783960,Gold
C514287,P00004,purchased,2023-05-01,Personal Loan,58,37389,Platinum
C514287,P00009,clicked,2022-05-11,Debit Card,58,37389,Platinum
C293179,P00004,purchased,2024-06-08,Personal Loan,68,34482,Platinum
C293179,P00003,purchased,2023-01-29,Car Insurance,68,34482,Platinum
C497933,P00003,purchased,2024-03-13,Car Insurance,57,637764,Platinum
C497933,P00006,viewed,2023-08-14,Credit Card,57,637764,Platinum
C497933,P00004,purchased,2022-12-07,Personal Loan,57,637764,Platinum
C497933,P00009,purchased,2023-10-14,Debit Card,57,637764,Platinum
C497933,P00007,purchased,2022-10-03,Fixed Deposit,57,637764,Platinum
